source_route_id	source_url	restricted_relative_path	sha256	byte_count	acquisition_cursor
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/bukato-ethiopia-2022/	restricted://batch7_acquisition/post50k_extension/raw/coe-detail/e17ecc880df4efa70565a06b.html	5f48e4e515a00b5173617e94f6991808e0a35595367a2a83afff009fbc5c02a4	129146	archive-page=143;detail-index=2;url=https://farmdirectory.cupofexcellence.org/listing/bukato-ethiopia-2022/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/cerro-alto-honduras-2022/	restricted://batch7_acquisition/post50k_extension/raw/coe-detail/c0cac45e218ad76df225746e.html	ba8b75c7bb7aa1b33cef7d888ea6d5b7cb17ed1a04951bd227802e60f016d1b5	132090	archive-page=143;detail-index=3;url=https://farmdirectory.cupofexcellence.org/listing/cerro-alto-honduras-2022/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/cielito-lindo-honduras-2022/	restricted://batch7_acquisition/post50k_extension/raw/coe-detail/2c5b8488b5e6340fb8eeb10c.html	a862bd2c646b34e22110ea9146afb479582101e0276944c3ab59b4ad32a2e68e	130938	archive-page=143;detail-index=4;url=https://farmdirectory.cupofexcellence.org/listing/cielito-lindo-honduras-2022/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/flor-del-ocotillo-honduras-2022/	restricted://batch7_acquisition/post50k_extension/raw/coe-detail/677480936af5604fa772acd9.html	ff911e3844b97210d2d8aba2ed85a3fc46b3f4cd4a0b2aad8037344a4637118f	130744	archive-page=143;detail-index=5;url=https://farmdirectory.cupofexcellence.org/listing/flor-del-ocotillo-honduras-2022/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/kenean-ethiopia-2022/	restricted://batch7_acquisition/post50k_extension/raw/coe-detail/40aecce6875627192bace279.html	2dc429b881c05116590ee34b4e0eff12d9183299df4ec1de20ed1369073b6a9e	129726	archive-page=143;detail-index=6;url=https://farmdirectory.cupofexcellence.org/listing/kenean-ethiopia-2022/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/la-lagunita-honduras-2022/	restricted://batch7_acquisition/post50k_extension/raw/coe-detail/44a7484d95513225976f4f0d.html	8012514131854e20d550830b8d06311e9bc9b435976886269a5d61e0b621bbeb	131709	archive-page=143;detail-index=7;url=https://farmdirectory.cupofexcellence.org/listing/la-lagunita-honduras-2022/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/las-botijas-honduras-2022/	restricted://batch7_acquisition/post50k_extension/raw/coe-detail/fdd4d1b677d257c06804dbb3.html	ddfabb102fb0d72a7e3f2facd5a96f2114ba8e607a77b745d5af9152932e9ea2	130861	archive-page=143;detail-index=8;url=https://farmdirectory.cupofexcellence.org/listing/las-botijas-honduras-2022/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/legese-ethiopia-2022/	restricted://batch7_acquisition/post50k_extension/raw/coe-detail/c76024df3bb829a92d54a25b.html	052cc3c85151936f7ab6482980d854dabc5f4903e9495178e2e22674387878e7	129279	archive-page=143;detail-index=9;url=https://farmdirectory.cupofexcellence.org/listing/legese-ethiopia-2022/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/los-colibries-honduras-2022/	restricted://batch7_acquisition/post50k_extension/raw/coe-detail/23dd3205168965a2aff35b21.html	163a08877f989d90e2635cddba90ad6f0beb2362c5ae5415db20f01bab7ed528	133643	archive-page=143;detail-index=10;url=https://farmdirectory.cupofexcellence.org/listing/los-colibries-honduras-2022/
route.coe.post50k-archive-continuation	https://farmdirectory.cupofexcellence.org/listings/page/144/	restricted://batch7_acquisition/post50k_extension/raw/coe-archive/listings-page-144.html	61813414d0e2f130e1d26b8e6cd1b51a68402fb8a7fae981f9f4978f56befbc2	126565	archive-page=144
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/de-la-casa-honduras-2022/	restricted://batch7_acquisition/post50k_extension/raw/coe-detail/ade464a4c69f8235b6d4635a.html	dec7db742c22c40c56e76d392085fae98273045fc0a46a66f9361400da206ea5	131630	archive-page=144;detail-index=1;url=https://farmdirectory.cupofexcellence.org/listing/de-la-casa-honduras-2022/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/el-nacimiento-honduras-2022/	restricted://batch7_acquisition/post50k_extension/raw/coe-detail/a3524bc385275ce6e1f622e7.html	2256a460dd39bc232a06c04b797d2ef3528664fc4fa8bb5ba3d242139143157f	132558	archive-page=144;detail-index=2;url=https://farmdirectory.cupofexcellence.org/listing/el-nacimiento-honduras-2022/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/el-ocote-honduras-2022/	restricted://batch7_acquisition/post50k_extension/raw/coe-detail/3bd0cf11a1b19ab44249248b.html	86ebeabdcf242f5e8a887d1ba1d2ec9604131cdd5b5aff9721f3e5c75ce83e61	130668	archive-page=144;detail-index=3;url=https://farmdirectory.cupofexcellence.org/listing/el-ocote-honduras-2022/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/la-reina-honduras-2022/	restricted://batch7_acquisition/post50k_extension/raw/coe-detail/a7fa723ae1d94f801512b343.html	7391cbc0fd8692bec8d2c69ae3b0096e117fa183eb84b89a18377208b8cbab21	131871	archive-page=144;detail-index=4;url=https://farmdirectory.cupofexcellence.org/listing/la-reina-honduras-2022/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/las-capucas-honduras-2022/	restricted://batch7_acquisition/post50k_extension/raw/coe-detail/2eccf9effab57bf64d3345e6.html	2d6a48a753fd4ae2678dd6e35fc18ecac6af71dd37f5730099dc3136aa40b08e	131498	archive-page=144;detail-index=5;url=https://farmdirectory.cupofexcellence.org/listing/las-capucas-honduras-2022/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/liquidambar-honduras-2022/	restricted://batch7_acquisition/post50k_extension/raw/coe-detail/7b1746acc2e8e381f690398b.html	54a956a6dd1d75186d561971265ccc831c695c03c3cf6bb77288a29562b37485	130732	archive-page=144;detail-index=6;url=https://farmdirectory.cupofexcellence.org/listing/liquidambar-honduras-2022/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/los-cedros-honduras-2022/	restricted://batch7_acquisition/post50k_extension/raw/coe-detail/69f4bdf4a19f6e21b749e389.html	71d437c66fa9018e1eab60256941e5e7734bf7d08ed685ff87217290b03e9e05	131585	archive-page=144;detail-index=7;url=https://farmdirectory.cupofexcellence.org/listing/los-cedros-honduras-2022/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/los-pinos-honduras-2022/	restricted://batch7_acquisition/post50k_extension/raw/coe-detail/0e16425661e2008a28765424.html	a1c7e2cd1773b8dafe882385530a2b1fba6d089cd7f4406ef4c813131946fcbc	132407	archive-page=144;detail-index=8;url=https://farmdirectory.cupofexcellence.org/listing/los-pinos-honduras-2022/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/los-quetzales-honduras-2022/	restricted://batch7_acquisition/post50k_extension/raw/coe-detail/bb8e7b462602e7615abfc3e0.html	c28e9b102a65594de392e05c1330aa1ce56c0269adb227091315d3b74b2b4808	130865	archive-page=144;detail-index=9;url=https://farmdirectory.cupofexcellence.org/listing/los-quetzales-honduras-2022/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/los-robles-honduras-2022/	restricted://batch7_acquisition/post50k_extension/raw/coe-detail/c0ef593e81bd324398a7b950.html	c796f6f1f9017aba180821d7bc2006c6916e954f5fd42fdcc1271002ccf7406f	131106	archive-page=144;detail-index=10;url=https://farmdirectory.cupofexcellence.org/listing/los-robles-honduras-2022/
route.coe.post50k-archive-continuation	https://farmdirectory.cupofexcellence.org/listings/page/145/	restricted://batch7_acquisition/post50k_extension/raw/coe-archive/listings-page-145.html	aab2c91037697af5c3541b36e26afb0296954c74a99afc877cda2903ac1a027e	128299	archive-page=145
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/don-andres-honduras-2022/	restricted://batch7_acquisition/post50k_extension/raw/coe-detail/7809076d9a47c0c8f908a31d.html	692d47638df4ca2e1843780867dcad8ed36e66fd51847f7dfa0a0fa75997159a	132086	archive-page=145;detail-index=1;url=https://farmdirectory.cupofexcellence.org/listing/don-andres-honduras-2022/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/la-colmena-honduras-2022/	restricted://batch7_acquisition/post50k_extension/raw/coe-detail/2c11ce6895c3174e0c3a57ad.html	1696d7f8a77c59928fd1fc0b44560896118ac8e96b3007c0b4ea986d4ecc5c5f	132767	archive-page=145;detail-index=2;url=https://farmdirectory.cupofexcellence.org/listing/la-colmena-honduras-2022/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/la-fortuna-honduras-2022/	restricted://batch7_acquisition/post50k_extension/raw/coe-detail/d5b001c7ff98fe383eda3468.html	ac7a968710650688eaac27e01f4338330283a670288f95a8f72ea9360d305ebb	132029	archive-page=145;detail-index=3;url=https://farmdirectory.cupofexcellence.org/listing/la-fortuna-honduras-2022/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/la-salsa-honduras-2022-1b/	restricted://batch7_acquisition/post50k_extension/raw/coe-detail/4abdf489e061b54f83aeb355.html	566f86ca17b2d52b760c47a7725f3ce8d05ce36990102d4b5865fcf3ac072d93	133061	archive-page=145;detail-index=4;url=https://farmdirectory.cupofexcellence.org/listing/la-salsa-honduras-2022-1b/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/las-virginias-honduras-2022-1/	restricted://batch7_acquisition/post50k_extension/raw/coe-detail/6974c5cb9ee50a7994ae166b.html	888323082f609dff1c0200c966759f39b065eeed04f9955212932cd4ebbba468	131810	archive-page=145;detail-index=5;url=https://farmdirectory.cupofexcellence.org/listing/las-virginias-honduras-2022-1/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/las-virginias-honduras-2022-2/	restricted://batch7_acquisition/post50k_extension/raw/coe-detail/29a52a4bec84d81e482f778a.html	952681a1902aab010b795d4c6e26a29c3ea4425b4602ae25932a930f7a9548fa	132037	archive-page=145;detail-index=6;url=https://farmdirectory.cupofexcellence.org/listing/las-virginias-honduras-2022-2/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/paraideli-honduras-2022/	restricted://batch7_acquisition/post50k_extension/raw/coe-detail/02fc74e15bc2077846d480ab.html	df1a17e277c33dede9b4c5a91e4b0269ef6eda3a9978d3b52f1cdd0a34bd07e3	130083	archive-page=145;detail-index=7;url=https://farmdirectory.cupofexcellence.org/listing/paraideli-honduras-2022/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/platanares/	restricted://batch7_acquisition/post50k_extension/raw/coe-detail/aba10a11c3eda5668329c33b.html	1afa218187546bb1a75d2a76f0c6f90b645b40f91293d7432ec0c91b8e2b5371	132452	archive-page=145;detail-index=8;url=https://farmdirectory.cupofexcellence.org/listing/platanares/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/santa-lucia-honduras-2022-2a/	restricted://batch7_acquisition/post50k_extension/raw/coe-detail/a57d150e644c136ea86bad1d.html	52f5826d2e27e8673cc4b0a051fc548b7c771c32ca5e5dcc8619c9443c859095	132234	archive-page=145;detail-index=9;url=https://farmdirectory.cupofexcellence.org/listing/santa-lucia-honduras-2022-2a/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/santa-lucia-honduras-2022-2b/	restricted://batch7_acquisition/post50k_extension/raw/coe-detail/028aa66c611463eb1807dbaf.html	f353e491a73e11ef1826c57a46cc2755e5bc7266673ab300a662e4a1c3794f3d	132242	archive-page=145;detail-index=10;url=https://farmdirectory.cupofexcellence.org/listing/santa-lucia-honduras-2022-2b/
route.coe.post50k-archive-continuation	https://farmdirectory.cupofexcellence.org/listings/page/146/	restricted://batch7_acquisition/post50k_extension/raw/coe-archive/listings-page-146.html	9f48be0f93b10b0366c09074f112741998f8df630c09f5fc0870783ebef85ed9	128603	archive-page=146
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/18-san-cristobal-costa-rica-2022-cup-of-excellence/	restricted://batch7_acquisition/post50k_extension/raw/coe-detail/67b00af6b110a80b863413e3.html	6e97cfbaad1628f2cd73dfb7130591f9727671b576c59d5ca96101b2851db53d	134275	archive-page=146;detail-index=1;url=https://farmdirectory.cupofexcellence.org/listing/18-san-cristobal-costa-rica-2022-cup-of-excellence/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/19-hacienda-de-colima-alto-costa-rica-2022-cup-of-excellence/	restricted://batch7_acquisition/post50k_extension/raw/coe-detail/2a9e87c198ae23c85267eb3d.html	38e4d3bc744401bf028401169f82178d7592b98810353a1425dc9e413da54348	132095	archive-page=146;detail-index=2;url=https://farmdirectory.cupofexcellence.org/listing/19-hacienda-de-colima-alto-costa-rica-2022-cup-of-excellence/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/20-la-isla-costa-rica-2022-cup-of-excellence/	restricted://batch7_acquisition/post50k_extension/raw/coe-detail/682212be10bee60f3fa3eb81.html	27e1b0562b5784e944da7dd16dce61a891dc5edd5b1cfbb396fedd3e2ca10110	134277	archive-page=146;detail-index=3;url=https://farmdirectory.cupofexcellence.org/listing/20-la-isla-costa-rica-2022-cup-of-excellence/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/21-la-planada-costa-rica-2022-cup-of-excellence/	restricted://batch7_acquisition/post50k_extension/raw/coe-detail/c1778b9ad2e126ff1b1b1f1a.html	307361915fd4cf988dcdbc3eab622b1855fd4b3a424c76a27d566ab8b836af00	132698	archive-page=146;detail-index=4;url=https://farmdirectory.cupofexcellence.org/listing/21-la-planada-costa-rica-2022-cup-of-excellence/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/22-don-mayo-el-cedral-costa-rica-2022-cup-of-excellence/	restricted://batch7_acquisition/post50k_extension/raw/coe-detail/35110c2f4ec870b2a3948158.html	8aa61e45dbc5cf4648882454952bce4eb9c7ad168c8b8cd4064548f5f1878623	130391	archive-page=146;detail-index=5;url=https://farmdirectory.cupofexcellence.org/listing/22-don-mayo-el-cedral-costa-rica-2022-cup-of-excellence/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/la-salsa-honduras-2022/	restricted://batch7_acquisition/post50k_extension/raw/coe-detail/686472805ff6a6204012d0a6.html	4eaaabcc4de989cb954294bf712d9c270135c8ce833a435fb28b6e3ff36505b8	133023	archive-page=146;detail-index=9;url=https://farmdirectory.cupofexcellence.org/listing/la-salsa-honduras-2022/
route.coe.post50k-archive-continuation	https://farmdirectory.cupofexcellence.org/listings/page/147/	restricted://batch7_acquisition/post50k_extension/raw/coe-archive/listings-page-147.html	ec9054d7458d1136d73cc07edbe95736f7c4363d5b3b04c2c422a3ea68a9b636	126476	archive-page=147
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/aguila-de-finca-carrizal-costa-rica-2022-national-winner/	restricted://batch7_acquisition/post50k_extension/raw/coe-detail/0fdc2201c987bd6aacd95be2.html	b1d598604a37bbf860b18928317b7279fb5188822a44e45fc8f1c4e246c8da42	131672	archive-page=147;detail-index=1;url=https://farmdirectory.cupofexcellence.org/listing/aguila-de-finca-carrizal-costa-rica-2022-national-winner/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/aromas-del-chiripo-costa-rica-2022-national-winner/	restricted://batch7_acquisition/post50k_extension/raw/coe-detail/51a99b78a3b3bada089ebaf9.html	186b152d3140cef6e768f0b028314a74b24db1d65e87fc2ed4ad276dd7cfae57	126996	archive-page=147;detail-index=2;url=https://farmdirectory.cupofexcellence.org/listing/aromas-del-chiripo-costa-rica-2022-national-winner/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/fidel-costa-rica-2022-national-winner/	restricted://batch7_acquisition/post50k_extension/raw/coe-detail/2901a3fbc95ec81d03f673e3.html	ab7099caeb2eb729ab2281e5266ee3adf834db378c00aef966da72188f27259d	133564	archive-page=147;detail-index=3;url=https://farmdirectory.cupofexcellence.org/listing/fidel-costa-rica-2022-national-winner/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/finca-altavista-costa-rica-2022-national-winner/	restricted://batch7_acquisition/post50k_extension/raw/coe-detail/561c3ff4bb24f341de964476.html	5e07c86baf0bd1faa790161c93d72dddd5cda88252bfa41c16aeaf6444359e62	131462	archive-page=147;detail-index=4;url=https://farmdirectory.cupofexcellence.org/listing/finca-altavista-costa-rica-2022-national-winner/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/finca-edgar-costa-rica-2022-national-winner/	restricted://batch7_acquisition/post50k_extension/raw/coe-detail/ec5739738a7d3bffef84efc5.html	29364871981dfa8857471dbeb48e51a2c276c93530a6b868cc2ebf918db34a3c	131728	archive-page=147;detail-index=5;url=https://farmdirectory.cupofexcellence.org/listing/finca-edgar-costa-rica-2022-national-winner/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/finca-licho-costa-rica-2022-national-winner/	restricted://batch7_acquisition/post50k_extension/raw/coe-detail/edcb68526f292079f2cff0d9.html	86c698b707600c1c94394b7d4367ee670116a5d967205a08d7ff41f678fc75c1	126549	archive-page=147;detail-index=6;url=https://farmdirectory.cupofexcellence.org/listing/finca-licho-costa-rica-2022-national-winner/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/flor-de-cafe-costa-rica-2022-national-winner/	restricted://batch7_acquisition/post50k_extension/raw/coe-detail/d2001f51fdd152688c61fee1.html	9d4da5cd6d5f524aff3e13189ee51b492e41f6708141aa32f3e318b635ccf8bb	126526	archive-page=147;detail-index=7;url=https://farmdirectory.cupofexcellence.org/listing/flor-de-cafe-costa-rica-2022-national-winner/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/la-planada-costa-rica-2022-national-winner/	restricted://batch7_acquisition/post50k_extension/raw/coe-detail/5c4868295c67aa04bb7300e6.html	209592339f8259d67aed409cfca2745a93c20049f48f99ff615c1c745388b333	132325	archive-page=147;detail-index=8;url=https://farmdirectory.cupofexcellence.org/listing/la-planada-costa-rica-2022-national-winner/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/la-torre-costa-rica-2022-national-winner/	restricted://batch7_acquisition/post50k_extension/raw/coe-detail/ab1ce03cf3287ab450605088.html	5809bf16a92817e241157d392bff139bd4c04c47d674624875beee16e9847e82	129376	archive-page=147;detail-index=9;url=https://farmdirectory.cupofexcellence.org/listing/la-torre-costa-rica-2022-national-winner/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/leoncio-costa-rica-2022-national-winner/	restricted://batch7_acquisition/post50k_extension/raw/coe-detail/fb16ddb372d0c96e55826f34.html	f22a84ea41f586d5e2ef9ecc1d49cf282ba489701c93a6b0a2e49d66fd79d93f	126402	archive-page=147;detail-index=10;url=https://farmdirectory.cupofexcellence.org/listing/leoncio-costa-rica-2022-national-winner/
route.coe.post50k-archive-continuation	https://farmdirectory.cupofexcellence.org/listings/page/148/	restricted://batch7_acquisition/post50k_extension/raw/coe-archive/listings-page-148.html	d25a72c5190f12ad53c58ffe3429110069c441a4d7c17efb5758f1bf3cb7a5ed	128828	archive-page=148
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/1a-don-cayito-costa-rica-2022-cup-of-excellence/	restricted://batch7_acquisition/post50k_extension/raw/coe-detail/de8a286b7a8254abad9b3f57.html	cb2b3abf76a178d1a0bb165221f7968e7190fef60ab3ddd382312a990dcc9b1b	135695	archive-page=148;detail-index=1;url=https://farmdirectory.cupofexcellence.org/listing/1a-don-cayito-costa-rica-2022-cup-of-excellence/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/1b-don-cayito-costa-rica-2022-cup-of-excellence/	restricted://batch7_acquisition/post50k_extension/raw/coe-detail/3c45be01498a29884adc1547.html	44d194f2b7d7fcd5879f4c37ed44e5397ce0144107420d38ff853f00300906c8	135695	archive-page=148;detail-index=2;url=https://farmdirectory.cupofexcellence.org/listing/1b-don-cayito-costa-rica-2022-cup-of-excellence/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/2a-el-cedro-hacienda-san-isidro-labra-costa-rica-2022-cup-of-excellence/	restricted://batch7_acquisition/post50k_extension/raw/coe-detail/f39950156b18eb131f7dffd3.html	60278285fc4330c295ff9deda3ba59165555935c7c08f105b6742cff566145d1	137615	archive-page=148;detail-index=3;url=https://farmdirectory.cupofexcellence.org/listing/2a-el-cedro-hacienda-san-isidro-labra-costa-rica-2022-cup-of-excellence/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/2b-el-cedro-hacienda-san-isidro-labra-costa-rica-2022-cup-of-excellence/	restricted://batch7_acquisition/post50k_extension/raw/coe-detail/c13fa32f12276cb02ca33b08.html	eec52dfb48767ed949ae8712a4054fa5fa191d2bad2311470de2eed2ee173d1c	137615	archive-page=148;detail-index=4;url=https://farmdirectory.cupofexcellence.org/listing/2b-el-cedro-hacienda-san-isidro-labra-costa-rica-2022-cup-of-excellence/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/3a-los-tonos-costa-rica-2022-cup-of-excellence/	restricted://batch7_acquisition/post50k_extension/raw/coe-detail/65a2cffec7e2167760ab9d0a.html	d9565a79480b27955d870998bb81d9e2b4d617379f736b55a279fcbcf13881c2	142584	archive-page=148;detail-index=5;url=https://farmdirectory.cupofexcellence.org/listing/3a-los-tonos-costa-rica-2022-cup-of-excellence/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/3b-los-tonos-costa-rica-2022-cup-of-excellence/	restricted://batch7_acquisition/post50k_extension/raw/coe-detail/264d1dddf7c6cbf6b5caa706.html	28b39b046db1f2f2d09056e8a2f89621733e23e13bb1ffc8e828495f511a8c66	142584	archive-page=148;detail-index=6;url=https://farmdirectory.cupofexcellence.org/listing/3b-los-tonos-costa-rica-2022-cup-of-excellence/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/4-fcj-volcan-azul-el-cedro-costa-rica-2022-cup-of-excellence/	restricted://batch7_acquisition/post50k_extension/raw/coe-detail/223eb0039be097764c549236.html	503bd4bef34f1c8aaa8ae1bebf3277dd74315e47fb3c7319fe45bbe32a106595	138700	archive-page=148;detail-index=7;url=https://farmdirectory.cupofexcellence.org/listing/4-fcj-volcan-azul-el-cedro-costa-rica-2022-cup-of-excellence/
