publisher_key	source_policy_key	external_publisher_key	name	domain	roaster_country_code	metadata
publisher.firstbloom.161	source_policy.firstbloom.a6cb002.derived_terms	161	Eleven Speed Coffee	www.elevenspeedcoffee.ca		"{""firstbloom_roaster_id"":""161"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Eleven Speed Coffee"",""source_name"":""eleven speed coffee"",""website"":""https://www.elevenspeedcoffee.ca""}"
publisher.firstbloom.162	source_policy.firstbloom.a6cb002.derived_terms	162	Receiver Coffee Company	receivercoffee.com		"{""firstbloom_roaster_id"":""162"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Receiver Coffee Company"",""source_name"":""receiver coffee company"",""website"":""https://receivercoffee.com""}"
publisher.firstbloom.163	source_policy.firstbloom.a6cb002.derived_terms	163	Świeżo Palona	swiezopalona.pl		"{""firstbloom_roaster_id"":""163"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Świeżo Palona"",""source_name"":""swiezo palona"",""website"":""https://swiezopalona.pl""}"
publisher.firstbloom.164	source_policy.firstbloom.a6cb002.derived_terms	164	Market Lane Coffee	marketlane.com.au		"{""firstbloom_roaster_id"":""164"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Market Lane Coffee"",""source_name"":""market lane coffee"",""website"":""https://marketlane.com.au""}"
publisher.firstbloom.165	source_policy.firstbloom.a6cb002.derived_terms	165	Onda Origins	ondaorigins.com		"{""firstbloom_roaster_id"":""165"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Onda Origins"",""source_name"":""onda origins"",""website"":""https://ondaorigins.com""}"
publisher.firstbloom.166	source_policy.firstbloom.a6cb002.derived_terms	166	Ilse Coffee	ilsecoffee.com		"{""firstbloom_roaster_id"":""166"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Ilse Coffee"",""source_name"":""ilse coffee"",""website"":""https://ilsecoffee.com""}"
publisher.firstbloom.167	source_policy.firstbloom.a6cb002.derived_terms	167	Canoe Coffee Roasters	canoecoffeeroasters.com		"{""firstbloom_roaster_id"":""167"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Canoe Coffee Roasters"",""source_name"":""canoe coffee roasters"",""website"":""https://canoecoffeeroasters.com""}"
publisher.firstbloom.168	source_policy.firstbloom.a6cb002.derived_terms	168	Kahawa	kahawa.pl		"{""firstbloom_roaster_id"":""168"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Kahawa"",""source_name"":""kahawa"",""website"":""https://kahawa.pl""}"
publisher.firstbloom.169	source_policy.firstbloom.a6cb002.derived_terms	169	The Library Specialty Coffee	www.thelibraryspecialtycoffee.com		"{""firstbloom_roaster_id"":""169"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""The Library Specialty Coffee"",""source_name"":""the library specialty coffee"",""website"":""https://www.thelibraryspecialtycoffee.com""}"
publisher.firstbloom.170	source_policy.firstbloom.a6cb002.derived_terms	170	Five & Hoek Coffee	www.fiveandhoek.com		"{""firstbloom_roaster_id"":""170"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Five & Hoek Coffee"",""source_name"":""five & hoek coffee"",""website"":""https://www.fiveandhoek.com""}"
publisher.firstbloom.171	source_policy.firstbloom.a6cb002.derived_terms	171	Populus Coffee	populuscoffee.de		"{""firstbloom_roaster_id"":""171"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Populus Coffee"",""source_name"":""populus coffee"",""website"":""https://populuscoffee.de/""}"
publisher.firstbloom.172	source_policy.firstbloom.a6cb002.derived_terms	172	Climpson & Sons	climpsonandsons.com		"{""firstbloom_roaster_id"":""172"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Climpson & Sons"",""source_name"":""climpson & sons"",""website"":""https://climpsonandsons.com/""}"
publisher.firstbloom.173	source_policy.firstbloom.a6cb002.derived_terms	173	Good Folks	goodfolkscoffee.com		"{""firstbloom_roaster_id"":""173"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Good Folks"",""source_name"":""good folks"",""website"":""https://goodfolkscoffee.com""}"
publisher.firstbloom.174	source_policy.firstbloom.a6cb002.derived_terms	174	(8MDT) HUIT Maison de torréfaction	8mdt.ca		"{""firstbloom_roaster_id"":""174"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""(8MDT) HUIT Maison de torréfaction"",""source_name"":""(8mdt) huit maison de torrefaction"",""website"":""https://8mdt.ca/""}"
publisher.firstbloom.175	source_policy.firstbloom.a6cb002.derived_terms	175	Grounded Roasterie	groundedroasterie.com		"{""firstbloom_roaster_id"":""175"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Grounded Roasterie"",""source_name"":""grounded roasterie"",""website"":""https://groundedroasterie.com/""}"
publisher.firstbloom.176	source_policy.firstbloom.a6cb002.derived_terms	176	CRS Coffee Roasters	www.coffeeroasters.pl		"{""firstbloom_roaster_id"":""176"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""CRS Coffee Roasters"",""source_name"":""crs coffee roasters"",""website"":""http://www.coffeeroasters.pl""}"
publisher.firstbloom.177	source_policy.firstbloom.a6cb002.derived_terms	177	Red Rooster Coffee	redroostercoffee.com		"{""firstbloom_roaster_id"":""177"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Red Rooster Coffee"",""source_name"":""red rooster coffee"",""website"":""https://redroostercoffee.com""}"
publisher.firstbloom.178	source_policy.firstbloom.a6cb002.derived_terms	178	Cartel Coffee Lab	www.cartelcoffeelab.com		"{""firstbloom_roaster_id"":""178"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Cartel Coffee Lab"",""source_name"":""cartel coffee lab"",""website"":""https://www.cartelcoffeelab.com""}"
publisher.firstbloom.179	source_policy.firstbloom.a6cb002.derived_terms	179	Campos North America	us.camposcoffee.com		"{""firstbloom_roaster_id"":""179"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Campos North America"",""source_name"":""campos north america"",""website"":""https://us.camposcoffee.com""}"
publisher.firstbloom.180	source_policy.firstbloom.a6cb002.derived_terms	180	Cafe Piha	www.cafepiha.com		"{""firstbloom_roaster_id"":""180"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Cafe Piha"",""source_name"":""cafe piha"",""website"":""https://www.cafepiha.com""}"
publisher.firstbloom.181	source_policy.firstbloom.a6cb002.derived_terms	181	Campos Australia	camposcoffee.com		"{""firstbloom_roaster_id"":""181"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Campos Australia"",""source_name"":""campos australia"",""website"":""https://camposcoffee.com""}"
publisher.firstbloom.182	source_policy.firstbloom.a6cb002.derived_terms	182	Oven Heaven	ovenheaven.fr		"{""firstbloom_roaster_id"":""182"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Oven Heaven"",""source_name"":""oven heaven"",""website"":""https://ovenheaven.fr/""}"
publisher.firstbloom.183	source_policy.firstbloom.a6cb002.derived_terms	183	Senzu Coffee Roasters	senzucoffee.com		"{""firstbloom_roaster_id"":""183"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Senzu Coffee Roasters"",""source_name"":""senzu coffee roasters"",""website"":""https://senzucoffee.com""}"
publisher.firstbloom.185	source_policy.firstbloom.a6cb002.derived_terms	185	Cloud Picker Coffee	cloudpickercoffee.ie		"{""firstbloom_roaster_id"":""185"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Cloud Picker Coffee"",""source_name"":""cloud picker coffee"",""website"":""https://cloudpickercoffee.ie""}"
publisher.firstbloom.186	source_policy.firstbloom.a6cb002.derived_terms	186	Frukt Coffee Roasters	fruktcoffeeroasters.com		"{""firstbloom_roaster_id"":""186"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Frukt Coffee Roasters"",""source_name"":""frukt coffee roasters"",""website"":""https://fruktcoffeeroasters.com/""}"
publisher.firstbloom.187	source_policy.firstbloom.a6cb002.derived_terms	187	Ross Street Roasting Co	www.rossstreetroasting.com		"{""firstbloom_roaster_id"":""187"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Ross Street Roasting Co"",""source_name"":""ross street roasting co"",""website"":""https://www.rossstreetroasting.com""}"
publisher.firstbloom.188	source_policy.firstbloom.a6cb002.derived_terms	188	Autumn Coffee Roasters	acr.coffee		"{""firstbloom_roaster_id"":""188"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Autumn Coffee Roasters"",""source_name"":""autumn coffee roasters"",""website"":""http://acr.coffee""}"
publisher.firstbloom.189	source_policy.firstbloom.a6cb002.derived_terms	189	Good Life Coffee	goodlifecoffee.fi		"{""firstbloom_roaster_id"":""189"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Good Life Coffee"",""source_name"":""good life coffee"",""website"":""https://goodlifecoffee.fi/""}"
publisher.firstbloom.190	source_policy.firstbloom.a6cb002.derived_terms	190	The Brick Coffee Roastery	thebrickcoffee.ee		"{""firstbloom_roaster_id"":""190"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""The Brick Coffee Roastery"",""source_name"":""the brick coffee roastery"",""website"":""https://thebrickcoffee.ee/""}"
publisher.firstbloom.191	source_policy.firstbloom.a6cb002.derived_terms	191	Rocket Bean Roastery	www.rocketbeanroastery.com		"{""firstbloom_roaster_id"":""191"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Rocket Bean Roastery"",""source_name"":""rocket bean roastery"",""website"":""https://www.rocketbeanroastery.com/""}"
publisher.firstbloom.192	source_policy.firstbloom.a6cb002.derived_terms	192	Gringo Nordic Coffee Roasters	www.gringonordic.se		"{""firstbloom_roaster_id"":""192"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Gringo Nordic Coffee Roasters"",""source_name"":""gringo nordic coffee roasters"",""website"":""https://www.gringonordic.se/""}"
publisher.firstbloom.193	source_policy.firstbloom.a6cb002.derived_terms	193	Andytown Coffee Roasters	www.andytownsf.com		"{""firstbloom_roaster_id"":""193"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Andytown Coffee Roasters"",""source_name"":""andytown coffee roasters"",""website"":""https://www.andytownsf.com""}"
publisher.firstbloom.194	source_policy.firstbloom.a6cb002.derived_terms	194	Heart Roasters	www.heartroasters.com		"{""firstbloom_roaster_id"":""194"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Heart Roasters"",""source_name"":""heart roasters"",""website"":""https://www.heartroasters.com""}"
publisher.firstbloom.195	source_policy.firstbloom.a6cb002.derived_terms	195	Greater Goods Coffee Co.	greatergoodsroasting.com		"{""firstbloom_roaster_id"":""195"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Greater Goods Coffee Co."",""source_name"":""greater goods coffee co."",""website"":""https://greatergoodsroasting.com""}"
publisher.firstbloom.196	source_policy.firstbloom.a6cb002.derived_terms	196	Café Canal	cafecanal.ca		"{""firstbloom_roaster_id"":""196"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Café Canal"",""source_name"":""cafe canal"",""website"":""https://cafecanal.ca/""}"
publisher.firstbloom.197	source_policy.firstbloom.a6cb002.derived_terms	197	Analog Coffee	www.analogcoffee.ca		"{""firstbloom_roaster_id"":""197"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Analog Coffee"",""source_name"":""analog coffee"",""website"":""https://www.analogcoffee.ca""}"
publisher.firstbloom.198	source_policy.firstbloom.a6cb002.derived_terms	198	Black Sheep Coffee Australia	blacksheepcoffee.com.au		"{""firstbloom_roaster_id"":""198"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Black Sheep Coffee Australia"",""source_name"":""black sheep coffee australia"",""website"":""https://blacksheepcoffee.com.au/""}"
publisher.firstbloom.199	source_policy.firstbloom.a6cb002.derived_terms	199	Friedhats	friedhats.com		"{""firstbloom_roaster_id"":""199"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Friedhats"",""source_name"":""friedhats"",""website"":""https://friedhats.com/""}"
publisher.firstbloom.200	source_policy.firstbloom.a6cb002.derived_terms	200	Two Hands Full	thfcoffee.myshopify.com		"{""firstbloom_roaster_id"":""200"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Two Hands Full"",""source_name"":""two hands full"",""website"":""https://thfcoffee.myshopify.com/""}"
publisher.firstbloom.201	source_policy.firstbloom.a6cb002.derived_terms	201	Dak Coffee Roasters	dakcoffeeroasters.com		"{""firstbloom_roaster_id"":""201"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Dak Coffee Roasters"",""source_name"":""dak coffee roasters"",""website"":""https://dakcoffeeroasters.com/""}"
publisher.firstbloom.202	source_policy.firstbloom.a6cb002.derived_terms	202	supreme roastworks.	www.srw.no		"{""firstbloom_roaster_id"":""202"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""supreme roastworks."",""source_name"":""supreme roastworks."",""website"":""https://www.srw.no""}"
publisher.firstbloom.203	source_policy.firstbloom.a6cb002.derived_terms	203	Tourist Coffee Roasters	touristcoffee.com		"{""firstbloom_roaster_id"":""203"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Tourist Coffee Roasters"",""source_name"":""tourist coffee roasters"",""website"":""https://touristcoffee.com""}"
publisher.firstbloom.204	source_policy.firstbloom.a6cb002.derived_terms	204	Populace Coffee Roasters	populace.coffee		"{""firstbloom_roaster_id"":""204"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Populace Coffee Roasters"",""source_name"":""populace coffee roasters"",""website"":""https://populace.coffee/""}"
publisher.firstbloom.205	source_policy.firstbloom.a6cb002.derived_terms	205	Nylon Coffee Roasters	www.nyloncoffee.sg		"{""firstbloom_roaster_id"":""205"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Nylon Coffee Roasters"",""source_name"":""nylon coffee roasters"",""website"":""https://www.nyloncoffee.sg/""}"
publisher.firstbloom.206	source_policy.firstbloom.a6cb002.derived_terms	206	Pala Kaffeebrenneri	www.pala.no		"{""firstbloom_roaster_id"":""206"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Pala Kaffeebrenneri"",""source_name"":""pala kaffeebrenneri"",""website"":""https://www.pala.no/""}"
publisher.firstbloom.207	source_policy.firstbloom.a6cb002.derived_terms	207	Andrew's Roastworks	papamama.id		"{""firstbloom_roaster_id"":""207"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Andrew's Roastworks"",""source_name"":""andrew's roastworks"",""website"":""https://papamama.id/""}"
publisher.firstbloom.208	source_policy.firstbloom.a6cb002.derived_terms	208	Presta Coffee Roasters	www.prestacoffee.com		"{""firstbloom_roaster_id"":""208"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Presta Coffee Roasters"",""source_name"":""presta coffee roasters"",""website"":""https://www.prestacoffee.com""}"
publisher.firstbloom.209	source_policy.firstbloom.a6cb002.derived_terms	209	Paradise Coffee Roasters	paradiseroasters.com		"{""firstbloom_roaster_id"":""209"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Paradise Coffee Roasters"",""source_name"":""paradise coffee roasters"",""website"":""https://paradiseroasters.com""}"
publisher.firstbloom.210	source_policy.firstbloom.a6cb002.derived_terms	210	KB Coffee Roasters	kbcoffeeroasters.com		"{""firstbloom_roaster_id"":""210"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""KB Coffee Roasters"",""source_name"":""kb coffee roasters"",""website"":""https://kbcoffeeroasters.com""}"
publisher.firstbloom.211	source_policy.firstbloom.a6cb002.derived_terms	211	Tusell Tostadores	tuselltostadores.com		"{""firstbloom_roaster_id"":""211"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Tusell Tostadores"",""source_name"":""tusell tostadores"",""website"":""https://tuselltostadores.com/""}"
publisher.firstbloom.212	source_policy.firstbloom.a6cb002.derived_terms	212	Assembly Coffee	assemblycoffee.co.uk		"{""firstbloom_roaster_id"":""212"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Assembly Coffee"",""source_name"":""assembly coffee"",""website"":""https://assemblycoffee.co.uk""}"
publisher.firstbloom.213	source_policy.firstbloom.a6cb002.derived_terms	213	Sweetleaf Coffee Roasters	sweetleafcoffee.com		"{""firstbloom_roaster_id"":""213"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Sweetleaf Coffee Roasters"",""source_name"":""sweetleaf coffee roasters"",""website"":""https://sweetleafcoffee.com/""}"
publisher.firstbloom.214	source_policy.firstbloom.a6cb002.derived_terms	214	Caffe Vita	www.caffevita.com		"{""firstbloom_roaster_id"":""214"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Caffe Vita"",""source_name"":""caffe vita"",""website"":""https://www.caffevita.com/""}"
publisher.firstbloom.215	source_policy.firstbloom.a6cb002.derived_terms	215	Fascino	www.fascino-coffee.com		"{""firstbloom_roaster_id"":""215"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Fascino"",""source_name"":""fascino"",""website"":""https://www.fascino-coffee.com/""}"
publisher.firstbloom.216	source_policy.firstbloom.a6cb002.derived_terms	216	Crucible Coffee Roasters	cruciblecoffee.com		"{""firstbloom_roaster_id"":""216"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Crucible Coffee Roasters"",""source_name"":""crucible coffee roasters"",""website"":""https://cruciblecoffee.com/""}"
publisher.firstbloom.217	source_policy.firstbloom.a6cb002.derived_terms	217	Stone Creek Coffee	www.stonecreekcoffee.com		"{""firstbloom_roaster_id"":""217"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Stone Creek Coffee"",""source_name"":""stone creek coffee"",""website"":""https://www.stonecreekcoffee.com/""}"
publisher.firstbloom.219	source_policy.firstbloom.a6cb002.derived_terms	219	Fantome Café	fantomecafe.ca		"{""firstbloom_roaster_id"":""219"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Fantome Café"",""source_name"":""fantome cafe"",""website"":""https://fantomecafe.ca/""}"
publisher.firstbloom.220	source_policy.firstbloom.a6cb002.derived_terms	220	Back Road Motor Coffee Co.	backroadcoffee.ca		"{""firstbloom_roaster_id"":""220"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Back Road Motor Coffee Co."",""source_name"":""back road motor coffee co."",""website"":""https://backroadcoffee.ca/""}"
publisher.firstbloom.222	source_policy.firstbloom.a6cb002.derived_terms	222	Brothers Coffee Roasters	brotherscoffeeroasters.com		"{""firstbloom_roaster_id"":""222"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Brothers Coffee Roasters"",""source_name"":""brothers coffee roasters"",""website"":""https://brotherscoffeeroasters.com/""}"
publisher.firstbloom.223	source_policy.firstbloom.a6cb002.derived_terms	223	Brown Bag Coffee Roasters	bbcr.ca		"{""firstbloom_roaster_id"":""223"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Brown Bag Coffee Roasters"",""source_name"":""brown bag coffee roasters"",""website"":""https://bbcr.ca/""}"
publisher.firstbloom.224	source_policy.firstbloom.a6cb002.derived_terms	224	Espanola Coffee Roasters	espanolacoffeeroasters.com		"{""firstbloom_roaster_id"":""224"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Espanola Coffee Roasters"",""source_name"":""espanola coffee roasters"",""website"":""https://espanolacoffeeroasters.com/""}"
publisher.firstbloom.225	source_policy.firstbloom.a6cb002.derived_terms	225	Ethica Coffee Roasters	ethicaroasters.com		"{""firstbloom_roaster_id"":""225"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Ethica Coffee Roasters"",""source_name"":""ethica coffee roasters"",""website"":""https://ethicaroasters.com/""}"
publisher.firstbloom.226	source_policy.firstbloom.a6cb002.derived_terms	226	Happy Goat Coffee	www.happygoatcoffee.com		"{""firstbloom_roaster_id"":""226"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Happy Goat Coffee"",""source_name"":""happy goat coffee"",""website"":""https://www.happygoatcoffee.com/""}"
publisher.firstbloom.228	source_policy.firstbloom.a6cb002.derived_terms	228	Monigram Coffee Roasters	monigram.ca		"{""firstbloom_roaster_id"":""228"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Monigram Coffee Roasters"",""source_name"":""monigram coffee roasters"",""website"":""https://monigram.ca/""}"
publisher.firstbloom.229	source_policy.firstbloom.a6cb002.derived_terms	229	Not Even Coffee	notevencoffee.ca		"{""firstbloom_roaster_id"":""229"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Not Even Coffee"",""source_name"":""not even coffee"",""website"":""https://notevencoffee.ca/""}"
publisher.firstbloom.231	source_policy.firstbloom.a6cb002.derived_terms	231	Sly and Sons Coffee Roasters	slyandsons.com		"{""firstbloom_roaster_id"":""231"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Sly and Sons Coffee Roasters"",""source_name"":""sly and sons coffee roasters"",""website"":""https://slyandsons.com/""}"
publisher.firstbloom.232	source_policy.firstbloom.a6cb002.derived_terms	232	Smile Tiger Coffee Roasters	smiletigercoffee.com		"{""firstbloom_roaster_id"":""232"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Smile Tiger Coffee Roasters"",""source_name"":""smile tiger coffee roasters"",""website"":""https://smiletigercoffee.com/""}"
publisher.firstbloom.233	source_policy.firstbloom.a6cb002.derived_terms	233	Stereo Coffee Roasters	stereocoffeeroasters.com		"{""firstbloom_roaster_id"":""233"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Stereo Coffee Roasters"",""source_name"":""stereo coffee roasters"",""website"":""https://stereocoffeeroasters.com/""}"
publisher.firstbloom.234	source_policy.firstbloom.a6cb002.derived_terms	234	Subtext Coffee Roasters	www.subtext.coffee		"{""firstbloom_roaster_id"":""234"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Subtext Coffee Roasters"",""source_name"":""subtext coffee roasters"",""website"":""https://www.subtext.coffee/""}"
publisher.firstbloom.235	source_policy.firstbloom.a6cb002.derived_terms	235	Van and Co	www.vanandcocoffee.com		"{""firstbloom_roaster_id"":""235"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Van and Co"",""source_name"":""van and co"",""website"":""https://www.vanandcocoffee.com/""}"
publisher.firstbloom.236	source_policy.firstbloom.a6cb002.derived_terms	236	Brûlerie du Quai	www.brulerieduquai.com		"{""firstbloom_roaster_id"":""236"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Brûlerie du Quai"",""source_name"":""brulerie du quai"",""website"":""https://www.brulerieduquai.com/""}"
publisher.firstbloom.237	source_policy.firstbloom.a6cb002.derived_terms	237	P.S. Roasters	elena-club-social-p-s.myshopify.com		"{""firstbloom_roaster_id"":""237"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""P.S. Roasters"",""source_name"":""p.s. roasters"",""website"":""https://elena-club-social-p-s.myshopify.com/collections/ps-roasters/coffee""}"
publisher.firstbloom.238	source_policy.firstbloom.a6cb002.derived_terms	238	Melk Cafe	melk-cafe.myshopify.com		"{""firstbloom_roaster_id"":""238"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Melk Cafe"",""source_name"":""melk cafe"",""website"":""https://melk-cafe.myshopify.com/""}"
publisher.firstbloom.240	source_policy.firstbloom.a6cb002.derived_terms	240	Deluis Coffee	deluiscoffee.com		"{""firstbloom_roaster_id"":""240"",""iana_timezone"":null,""roaster_country_not_inferred"":true,""source_label"":""Deluis Coffee"",""source_name"":""deluis coffee"",""website"":""https://deluiscoffee.com/""}"
