cleaned_output_atom_id	component_concept_id	relation_type	evidence_authority	review_required
cleaned-output-atom:5a54e0ac9dfbe025c9c62988	sensory.blackberry	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5a585b5ad966c057b69aed89	sensory.sweet	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5a5ae61e489577adfa9eedac	sensory.orange	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5a5c00974aa3a36dbead29f2	sensory.caramel	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5a6c06f0c78a39fd6a7724e3	sensory.lemon	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5a6dd6aac2d514e5cf2731d8	sensory.pear	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5a789842b706c59e3cf74334	sensory.lemongrass	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5a794edbae0aac026c2aefb6	sensory.almond	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5a85af175bfccf116c7bdc4b	sensory.lemon	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5a88cdd6d3431021de5d8bc5	sensory.vanilla	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5a8931e48e839e928369b30a	sensory.wine_like_character	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5a8b575946af42182dd49143	sensory.lime	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5a8caf8649ffeedcd34984fc	sensory.apple	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5a934ade8592b779cbaffcbe	sensory.grapefruit	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5a93ad9915abcb81ee3dd8e9	sensory.grape	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5a950ae11144e23a80129e40	sensory.orange	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5a95a9c8f2d84db24dff66d0	sensory.peach	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5a995f09269fa4853be270c0	sensory.lime	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5a9f48bcbf4186ca986e4d3e	sensory.jasmine	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5aa1fdb1e122f1b331ceba89	sensory.grapefruit	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5aafc6c7837c337de1f21886	sensory.sweet	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5ab5b9f1a70e777deb708561	sensory.sweet	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5ab5dba29768a0a3bca7c405	sensory.grape	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5ab7c76c5f7cdad062fad432	sensory.peach	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5abaf6711b5e4f83cda7d85b	sensory.honey	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5abdd3642ad6546098e2a525	sensory.lime	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5ac43755c2829961f3e8f010	sensory.lemon	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5aca6362a6d2837e74111e56	sensory.grapefruit	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5adb7358df737cad0262d3da	sensory.honey	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5adfb9b5a10d0cbbbc2857db	sensory.apple	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5ae36d7a72debe2e18882c5d	sensory.honey	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5ae7810e2295566d334cd0e6	sensory.grape	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5aeaf83ae4b02337c99489a3	sensory.grape	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5af053e849e0b817ab12ef69	sensory.pineapple	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5af2d6fbc7fd05bb127801fd	sensory.cherry	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5b03d43119e2e6bc4e578f16	sensory.jasmine	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5b0c86d1814e3e12b170872e	sensory.lemon	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5b0cb4f998fd8cf1fb9eecb2	sensory.bergamot	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5b100feb99652ee011357dba	sensory.peach	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5b1655f4bfb68ea2f23f4de2	sensory.raspberry	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5b1d8773323306d13c35c596	sensory.grape	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5b208581dacd585b7e308b84	sensory.prune	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5b242327ba15ad10fd1c2129	sensory.orange	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5b25777b2b683690f8ee6c7a	sensory.caramel	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5b3cf52b111494cab199e1cb	sensory.apple	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5b40e6e3c29cf80c686dde19	sensory.honey	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5b4976324b07dbaac44794bf	sensory.jasmine	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5b52640079d3a7b0610eb431	sensory.plum	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5b5585c81f331a9a70619709	sensory.astringent	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5b5f36f44c0665592bdaff53	sensory.blueberry	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5b5f97c5894335c509e8ba01	sensory.lime	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5b60f52ae458519479d0fc90	sensory.lemon	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5b647eaaca733e3aace04650	sensory.mango	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5b66986ed1a5da0b3f7d8cc9	sensory.walnut	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5b6c20dfba7cdd6d0b46dc6f	sensory.cocoa	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5b82e214873568065ad17df4	sensory.jasmine	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5b88809340c85b34bff75567	sensory.sweet	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5b914f175e94e41229930ad7	sensory.lime	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5b971168e116e69f14e381b3	sensory.grape	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5b9990f604a5b35b110dd102	sensory.grape	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5b9caa4a5db01340322aba9a	sensory.vanilla	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5b9d1cc5f0a9c1fa9fdc25a1	sensory.sweet	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5ba12308f6dd9fff959542d2	sensory.orange	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5ba3d8815dd6b29239211207	sensory.orange	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5ba4ece155f2d0dbfb85910a	sensory.wine_like_character	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5bb4580cbaaf7796f54eee80	sensory.honey	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5bb4876a9f063d8b2a016e67	sensory.cocoa	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5bbf232e49326b459b01e9f8	sensory.cherry	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5bc20335208e2aa4a2869050	sensory.metallic	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5bc3cfbeb2a6ae79bb2cc127	sensory.hazelnut	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5bc735574e38b8aa2fc9cd7c	sensory.orange	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5bcea59184fc72b6468ca599	sensory.lime	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5bd370cf528a7385c8f52b4b	sensory.drying	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5bda6060ab5159c1f6d9540c	sensory.caramel	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5bdcceb4882288fcd7ea2c7a	sensory.lime	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5be06fe346d095d5bcefab3c	sensory.rose	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5be302bdbe1a2c7377db34c7	sensory.grapefruit	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5be74cf63ec2005045190e0d	sensory.raspberry	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5be8209aa1252c0b83a8e708	sensory.caramel	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5bf6a18d0ea0ceacae9506c5	sensory.grape	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5bfb5fb0dd2bb52a8907067f	sensory.almond	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5c016cc9ad9e015fc949fe7e	sensory.apple	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5c02b555e3f5a7275d5dff73	sensory.vanilla	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5c047b433d0d848435733afc	sensory.malt	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5c087b3ce5b5c7e4a13c192c	sensory.mango	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5c1195d78a89621192892f91	sensory.sour	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5c14a26b3e2db0840426f007	sensory.cherry	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5c18d217a71f1cf4d3c056b7	sensory.plum	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5c1f4b5f69b0b1d04b68de5e	sensory.rose	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5c1fb8278aa13b2247b09065	sensory.peach	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5c25727a3694c9aedbd58192	sensory.honey	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5c2b987a200991592e3530bb	sensory.apple	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5c2c865233072bb64d46403b	sensory.blackberry	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5c34a5d2df58a499c90e7efc	sensory.orange	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5c3834231d0d6d62fec4447d	sensory.orange	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5c47a905edd5462ebdb1e4d8	sensory.cherry	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5c4836f0bdedebcb3fdc57bd	sensory.honey	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5c4b2a413af4840cf522139c	sensory.honey	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5c4f03433abd922f49434244	sensory.orange	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5c5bd67aaf8eaa05af1b2db1	sensory.vanilla	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5c5c4ba827617a726a6e354c	sensory.orange	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5c5c6b934ae886b6162d5e1a	sensory.jasmine	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5c633dcf04e5137587411224	sensory.apple	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5c65f21f060c69f8db2e30d3	sensory.almond	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5c740bcb14ac07978d1bd977	sensory.cherry	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5c7570925b51546bfba6ffa5	sensory.wine_like_character	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5c798d4fc7e43d5d7f00e2e1	sensory.apple	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5c7e03356ab0fc2f5c649721	sensory.honey	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5c812d357571c6708b087c66	sensory.apple	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5c8b8bef75f870be22504e31	sensory.sour	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5c901b0d0877597882955004	sensory.peach	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5c91f6602b615d1a39b83b04	sensory.blackberry	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5c93d6522b45c4440140ef53	sensory.apple	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5c968bfa51333aa8c020bfe8	sensory.cherry	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5ca07945d280e25e07e80988	sensory.lemon	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5ca1b3cdd4582d7c75ff9c43	sensory.cherry	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5ca52358252004190ee4b2c8	sensory.lemon	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5caefab1afbaa91da822353b	sensory.lemon	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5cb1b16d74bc619dc97458e2	sensory.cocoa	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5cb38c00ee70f9f9298ecfb0	sensory.peach	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5cb5e1980b57e4f38842934f	sensory.prune	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5cb60d6dc9b0365b7c816673	sensory.tobacco	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5cbaef11cfae9a7b59e2cc33	sensory.grapefruit	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5cbf8c0badadd941e990215d	sensory.lemon	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5cbf8c0badadd941e990215d	sensory.orange	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5cbf8c0badadd941e990215d	sensory.plum	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5cbf8c0badadd941e990215d	sensory.sweet	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5cc04561f15f3b1ebbfc77d9	sensory.plum	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5cc3d23d1692e38a7d82b194	sensory.hazelnut	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5cc5bb485c340e1bba2208eb	sensory.mint	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5cca61055838ff29e84eb5f5	sensory.prune	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5ccb91ad2ebc863a51d4df8f	sensory.caramel	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5ccdfe684d72865f37634dba	sensory.sweet	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5cd285fa458b0da98aabaafc	sensory.sweet	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5cd59f9ccbddf0817c21cee4	sensory.cherry	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5cd9a9639a64f66997999c29	sensory.blueberry	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5cdcf09d39d3eb1de1146f62	sensory.orange	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5ce1eecea09efb1d426865e8	sensory.vanilla	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5ce73a8c5b39b888ebd30f4a	sensory.orange	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5cec6d9586f4efb584a5a2e9	sensory.orange	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5cefdaf3f3032fece30bc96e	sensory.cocoa	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5cfeef28b44ff76b8b376022	sensory.butter	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5d0306e577adc15682e0236e	sensory.blueberry	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5d084bfc167b1eb4c9112a7c	sensory.sweet	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5d0bbccd946130f88024446a	sensory.lime	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5d0bbccd946130f88024446a	sensory.peach	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5d0da284714b9497e4443017	sensory.orange	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5d14850bbe0b22f246c698f7	sensory.orange	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5d161343ed5c0652810d4bbd	sensory.lemon	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5d1ac970336ff5b682013631	sensory.almond	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5d1df57faa9a307bd03659ec	sensory.lemongrass	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5d1fa7cd4290fdd34c72721c	sensory.plum	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5d21126a7af523357d0cb4ce	sensory.vanilla	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5d2453136cbdc02192b04167	sensory.plum	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5d26167b9e5ea008e7f54e29	sensory.coconut	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5d2ad8a6310f30371ed5a8aa	sensory.orange	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5d2bbdf49d0ef8e2a497ddad	sensory.jasmine	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5d2bee19b3684ba3fc88b703	sensory.caramel	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5d33910e93047ba243983f3c	sensory.orange	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5d34996eb661a48627309f27	sensory.mango	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5d42cb014902ac2d5d718714	sensory.cherry	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5d4b0a91d81735e84463494d	sensory.orange	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5d5617c4770681cd06a41f9e	sensory.mint	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5d5d5c96604b564f1cfecd6b	sensory.lime	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5d60fadb67abd6e90340c27c	sensory.orange	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5d611016c69f92897bfc1a57	sensory.orange	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5d64b6bb743049515c19833b	sensory.sweet	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5d85fca491850fb125bced03	sensory.pineapple	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5d8fa0ae0c2f0750ec564312	sensory.raisin	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5d910c6fa3586f2a5e9aa807	sensory.mango	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5d91de48491bfbbefc9aa95d	sensory.raspberry	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5d995e1060edb54d14fd7537	sensory.caramel	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5d9bd714ba4143a2cabc6353	sensory.honey	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5d9f17d65cd15d4acb1d87a5	sensory.orange	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5da1d0926c4c6360a65891cf	sensory.peach	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5da4cbc78479d227b5198bf7	sensory.strawberry	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5da4e19903f753f402ee4624	sensory.lime	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5dab9af10f99089adc438802	sensory.orange	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5db87de5d545bbfd93ed5861	sensory.pineapple	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5db8f21819c8dac761d5b85a	sensory.plum	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5db914e1fe062626cb1e990e	sensory.cherry	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5dbfa49e0ef055f4e860473f	sensory.blueberry	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5dc47bb837cdb0f64443c610	sensory.apple	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5dc528ee985a9fa3bd4852cb	sensory.apple	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
cleaned-output-atom:5dc5a27503b241d865fbdc1d	sensory.almond	COMPONENT_OF	S3_MULTI_SOURCE_MACHINE_CANDIDATE	true
