source_route_id	source_url	restricted_relative_path	sha256	byte_count	acquisition_cursor
route.mdpi.2026.certified-q-grader-storage-narratives	https://mdpi-res.com/d_attachment/foods/foods-15-02756/article_deploy/foods-15-02756-s001.zip	restricted://post30k_extension/raw/non-coe/foods-15-02756-s001.zip	f5601020e583172d865ae9c040d3c18781a412fd43351e2c89164c36acc3409e	575267	noncoe-route=mdpi-certified-q-grader-storage;status=EXHAUSTED
route.mdpi.2026.certified-q-grader-storage-narratives	https://mdpi-res.com/d_attachment/foods/foods-15-02756/article_deploy/foods-15-02756.xml	restricted://post30k_extension/raw/non-coe/foods-15-02756.xml	5abfaf0e897a5f9a2a7825fadcdafaa059ba03ea166963fbaefd64bc233b90fc	250541	noncoe-route=mdpi-certified-q-grader-storage;status=EXHAUSTED
route.mdpi.2026.certified-q-grader-storage-narratives	https://mdpi-res.com/d_attachment/foods/foods-15-02756/article_deploy/foods-15-02756-s001.zip#File S1. Sensory Evaluation Results.xlsx	restricted-archive-member://File S1. Sensory Evaluation Results.xlsx	97a53ce314618123726cc90ca837dea3c45a1b8bb19010e562d77d7db218fc5f	ARCHIVE_MEMBER	noncoe-route=mdpi-certified-q-grader-storage;status=EXHAUSTED
route.coe.post30k-archive-continuation	https://farmdirectory.cupofexcellence.org/listings/page/75/	restricted://post30k_extension/raw/coe-archive/listings-page-075.html	7154a9988adae46a8e8174f32a3d812992c4a63dadfb44f9db4c17f6d51b0e30	130985	archive-page=75
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/2-don-dario-hacienda-san-isidro-labrador-costa-rica-2024-experimental/	restricted://post30k_extension/raw/coe-detail/7e2a655e142d04e1939a6d43.html	6b1acae788b2b1fafc8f681c9eb88a5627ece83a56d5552ad56cbc482b813ae1	143951	archive-page=75;detail-index=2;url=https://farmdirectory.cupofexcellence.org/listing/2-don-dario-hacienda-san-isidro-labrador-costa-rica-2024-experimental/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/2-la-torre-costa-rica-2024-dry/	restricted://post30k_extension/raw/coe-detail/b632a7b3123ec98cb8bda070.html	4bea811756ef3650937838d920cc0be1d85e290c74338bc32c21ee5c97cdc0a2	144547	archive-page=75;detail-index=3;url=https://farmdirectory.cupofexcellence.org/listing/2-la-torre-costa-rica-2024-dry/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/3-monte-llano-bonito-el-kinkajou-costa-rica-2024-experimental/	restricted://post30k_extension/raw/coe-detail/f3f0711157e761ff61c567bb.html	8b3a1337a5b667ae2e8ba8d23e176a6838f756f53149cd6bd28e78805741a408	142216	archive-page=75;detail-index=5;url=https://farmdirectory.cupofexcellence.org/listing/3-monte-llano-bonito-el-kinkajou-costa-rica-2024-experimental/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/4-fcj-volcan-azul-costa-rica-2024-experimental/	restricted://post30k_extension/raw/coe-detail/b549a1091561e0b21b3e93e6.html	46473719cdd6047819df911d1cbdd72100358184299b787afe7de91f9fa59642	145549	archive-page=75;detail-index=6;url=https://farmdirectory.cupofexcellence.org/listing/4-fcj-volcan-azul-costa-rica-2024-experimental/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/4-la-esmeralda-costa-rica-2024-dry/	restricted://post30k_extension/raw/coe-detail/39e7a82dcca434c83e2b1aa1.html	1a09b078f23cd5699937ecd871d338d8d523d0c71795e462d3ed34dd5dbcc0e6	145022	archive-page=75;detail-index=7;url=https://farmdirectory.cupofexcellence.org/listing/4-la-esmeralda-costa-rica-2024-dry/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/5-el-bosque-geisha-costa-rica-2024-experimental/	restricted://post30k_extension/raw/coe-detail/6206bec3d0366bd4439bf9b6.html	34bbfac580bb5f3b56f27fb2f0b1b36711cce6046182daf01802cc0d7466c5c9	141296	archive-page=75;detail-index=8;url=https://farmdirectory.cupofexcellence.org/listing/5-el-bosque-geisha-costa-rica-2024-experimental/
route.coe.generic-official-sensory-detail	https://farmdirectory.cupofexcellence.org/listing/5-la-ele-costa-rica-2024-dry/	restricted://post30k_extension/raw/coe-detail/498d3077782ec202ffa4ea7f.html	f987668c68083e3d14ff330d903883e0b0e1fb453d7eecc887293e6c7ad153e9	140951	archive-page=75;detail-index=9;url=https://farmdirectory.cupofexcellence.org/listing/5-la-ele-costa-rica-2024-dry/
